ID,Date,Location,Operator,Type,Aboard,Fatalities
332,08/05/1934,"Bahia, Brazil",Air France,Latecoere 26,2,2
334,08/31/1934,"Amazonia, Missouri",Rapid Air Transport,Stinson  SM-6000B,5,5
335,10/03/1934,"Near Winton, Australia",Qantas,de Havilland DH-50A,3,3
336,10/19/1934,"Bass Strait, Australia",Holyman Airways,de Havilland DH-86,11,11
337,11/02/1934,"Kiapit, Australia",Holdens Air Transport Service,De Havilland DH-61,4,2
338,11/15/1934,"Near Longreach, Australia",Qantas,de Havilland DH-86,4,4
339,11/15/1934,"Near Longreach, NSW, Australia",Qantas,de Havilland DH-86,4,4
340,11/15/1934,"Amazonia, Montana",Rapid Air Transport,Stinson SM-6000-B,2,2
341,12/07/1934,"Salchau, Germany",Deutsche Lufthansa,Junkers F-13,3,3
342,12/08/1934,"Columbia, Missouri",Braniff Airlines,Lockheed Vega 5C,1,1
343,12/10/1934,"Palma Soriano, Cuba",Cubana de Aviacion,Ford 4-AT-E Tri-motor,8,4
344,12/20/1934,"Rutbah Wells, Syria",KLM Royal Dutch Airlines,Douglas DC-2-115A,7,7
345,12/22/1934,"Sunbright, Tennessee",American Airlines,Lockheed Orion 9D,1,1
346,01/26/1935,"Pittsburgh, Pennsylvania",Trans Continental and Western Air,Consolidated Fleetster,1,1
347,01/31/1935,"Stettin, Germany",Deruluft,Junkers JU-52/3m,11,11
349,03/15/1935,"El Arish, Egypt",Misrair,de Havilland Dragon 1,6,3
350,03/29/1935,"Off Samland, Germany",Deutsche Lufthansa,Junkers F-13,5,5
351,04/01/1935,"Beauvais, France",Air France,Farman F-300,3,1
352,04/06/1935,"Brilon, Germany",KLM Royal Dutch Airlines,Fokker F-12,7,7
353,05/01/1935,"Near Walsenberg, Colorado",Varney Air Lines,Lockheed Vega,1,1
354,05/06/1935,"Atlanta, Missouri",Trans Continental and Western Air,Douglas DC-2-112,14,5
355,05/18/1935,"Flint, Michigan",Knowles Flying Service of Detroit,Ford model 4-AT-E,12,3
356,05/18/1935,"Near Moscow, Russia",Gor'ky Eskadril'ya,Tupolev ANT-20 / I-5,50,50
357,05/27/1935,"Glendo, Wyoming",Wyoming Air Service,Boeing 221,1,1
358,05/28/1935,"Maywood, Illinois",Chicago and Southern Airlines,Stinson SM6000B Tri-motor,2,2
360,06/24/1935,"Medellin, Colombia",Servicio Aereo Columbiano / SCADTA,Ford Tri-Motor / Ford Tri-Motor,20,17
361,07/14/1935,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Fokker F-XXII,20,6
362,07/19/1935,"Off Chandeleur Island, Mississippi",Wedell-Williams Air Service Corporation,General 102-E,2,2
363,07/20/1935,"Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,Douglas DC-2,13,13
365,08/14/1935,"Near Gilmer, Texas",Delta Air Lines,Stinson Model A,4,4
366,08/15/1935,"Near Glendo, Wyoming",Aero Mayflower Transit Co,"Waco, model YLC",3,3
367,08/15/1935,"Walakpa, near Point Barrow, Alaska",Private,Lockheed Orion 9E Explorer float plane,2,2
368,09/01/1935,"Burbank, California",Western Air Express,Boeing 247,3,3
369,10/02/1935,"Off Finders Island, Victoria, Australia",Holyman Airways,de Havilland DH-86,5,5
370,10/07/1935,"Near Cheyenne, Wyoming",United Air Lines,Boeing 247D,12,12
371,10/09/1935,Gulf of Finland,Aero O-Y,Junkers F-13,6,6
372,10/21/1935,"Troy, New York",Chamberlin Flying Service,Curtiss AT-32C Condor,6,1
373,10/30/1935,"Cheyenne, Wyoming",United Air Lines,Boeing B-247-D,4,4
374,11/02/1935,"Off Nhambupe, Brazil",Air France,Latécoère 28-1,4,4
375,11/09/1935,"Near Juticalpa, Honduras",TACA,Ford Tri-Motor,14,14
376,11/09/1935,"Near Fort Worth, Texas",Braniff Airlines,Lockheed Vega,1,1
377,11/11/1935,"Istres, France",Air France,Latecoere 28,3,3
378,12/04/1935,"Tours, France",Air Bleu,Caudron C-630 Simoun,2,1
379,12/10/1935,"Croydon, England",Sabena,Savoia-Marchetti SM73,11,11
380,12/24/1935,"Breslau, Germany",Deutsche Lufthansa,Heinkel He-70,3,3
381,12/31/1935,"Off Alexandria, Egypt",Imperial Airways,Short Calcutta,13,12
382,01/14/1936,"Goodwin, Arkansas",American Airlines,Douglas DC-2-120,17,17
383,01/17/1936,"Near Cordillera, Boliva",Lloyd Aereo Boliviano,Junkers JU-52,13,13
384,01/21/1936,"Off Ajaccio, Corsica, France",Air France,CAMS 53,6,6
385,01/29/1936,"Denton, Texas",American Airlines,Vultee V-1,6,1
386,02/15/1936,South AtlantiOcean,Deutsche Lufthansa,Dormier Do-J-Iif Bos Wal,4,4
387,03/05/1936,"Near Tengya, China",China National Aviation Corporation,Ford 5-AT-D Tri-Motor,6,0
388,03/26/1936,"Amemeca, Mexico",Compania de Mexico,Ford 5-AT-B Tri Motor,14,14
389,04/01/1936,"Pavillon, New York",American Airlines,Stinson Model A,2,2
390,04/07/1936,"Uniontown, Pennsylvania",Trans Continental and Western Air,Douglas DC-2-112,15,13
391,04/11/1936,"Port of Spain, Trinidad",Pan American Airways,Sikorsky S-42A,25,3
392,04/15/1936,"Near Turin, Italy",Avio Linee Italiane,OFM F-VIIb/3m,7,7
393,04/17/1936,Switzerland,Deutsche Lufthansa,Junkers JU-52,5,3
394,04/21/1936,"Senlis, France",Sabena,Fokker F-VII,2,2
395,04/30/1936,"Basel, Switzerland",Swissair,General Aviation GA-43,2,2
396,05/16/1936,"Mount Waverley, Australia",Holyman Airways,De Havilland DH-60,2,2
397,06/09/1936,"Malmo, Sweden",A B Aerotransport,Fokker F-XXII,15,1
398,06/13/1936,"Hannover, Germany",Deutsche Lufthansa,Junkers JU-160,6,1
399,06/16/1936,"Mt. Lihesten, Norway",Den Norske Luftfartskole,Junkers JU-52/3m,7,7
400,07/31/1936,"Off Channel Islands, Jersey",Guernsey Airways,Saro Cloud,7,7
401,08/02/1936,"Mazamet, France",Air France,Wibault 280,3,3
402,08/03/1936,Mexico,Mexicana,Lockheed Orion,1,1
403,08/05/1936,"St. Louis, Missouri",Chicago Southern Airlines,Lockheed 10B Electra,8,8
404,08/06/1936,"Choco, Colombia",SCADTA,Junkers F-13,2,2
405,08/12/1936,"Altenkirchen, Germany",British Airways,De Havilland DH-86,2,2
406,08/22/1936,"Mirabella, Greece",Imperial Airways,Short Kent,11,2
407,09/25/1936,English Channel,Imperial Airways,Boulton and Paul P-71,2,2
408,09/28/1936,"Walsenberg, Colorado",Varney Air Lines,Lockheed Vega,3,3
409,09/29/1936,"Napierville, Illinois",Blue Bird Air Service,Lockheed Vega 5C,4,4
410,10/06/1936,Mexico,Mexicana,Lockheed Orion,1,1
412,11/01/1936,"Near Tabarz, Germany",Deutsche Lufthansa,Junkers JU-52,15,11
413,11/06/1936,Near Moscow,Deruluft,Antonov AN-9,9,9
414,11/17/1936,"Nurnberg, Germany",Deutsche Lufthansa,Junkers JU-52/3m,16,4
415,11/19/1936,"London, England",British Airways,Fokker F-XII,4,2
416,12/04/1936,"Near Grenoble, France",Deutsche Lufthansa,Junkers JU-52/3m,6,6
417,12/07/1936,"Off Dakar, French West Africa",Air France,Latécoère 300,5,5
418,12/09/1936,"Croydon, England",KLM Royal Dutch Airlines,Douglas DC-2-115E,17,15
419,12/15/1936,"Near Salt Lake City, Utah",Western Air Express,Boeing 247D,7,7
420,12/18/1936,"Kellogg, Idaho",Northwest Orient Airlines,Lockheed 10 Electra,2,2
421,12/19/1936,"Near Milford, Pennsylvania",Eastern Air Lines,Douglas DC-2-112,14,14
422,12/23/1936,"Near Dallas, Texas",Braniff Airways,Lockheed 10 Electra,6,6
424,12/27/1936,"Newhall, California",United Air Lines,Boeing 247-D,12,12
425,01/12/1937,"Near Newhall, California",Western Air Express,Boeing 247B,13,5
426,01/26/1937,"Oran, Algeria",Sabena,Sabca S-73,12,12
427,02/09/1937,"Off San Francisco, California",United Air Lines,Douglas DC-3A,11,11
428,02/19/1937,"McPherson Ranges, Queensland, Australia",Airlines of Australia,Stinson Model A,7,5
429,03/12/1937,"Bathurst, Gambia",Deutsche Lufthansa,Heinkel He-111V2,4,4
430,03/24/1937,"Near Ouroux, France",Imperial Airways,Short  S-23 (flying boat),6,5
431,03/25/1937,"Clifton, Pennsylvania",Trans Continental and Western Air,Douglas DC-2-112,13,13
432,03/26/1937,"Wetnum, Germany",Deutsche Lufthansa,Junkers JU-52/3m,6,2
433,05/06/1937,"Lakehurst, New Jersey",Deutsche Zeppelin Reederei,Zeppelin LZ-129,97,35
434,05/20/1937,"Stuttgart, Germany",Deutsche Lufthansa,Heinkel He-70,4,4
435,07/02/1937,"Off Lae, New Guinea",Private - Purdue Reasearch Foundation,Lockheed 10E Electra,2,2
436,07/28/1937,"Hal, Belgium",KLM Royal Dutch Airlines,Douglas DC-2-115L,15,15
437,08/02/1937,"Wadi Halfa, Sudan",Ala Littoria,Savoia-Marchetti SM73,9,9
438,08/03/1937,"Off Cristobal, Panama",Pan American Grace Airways,Sikorsky S-43,14,14
439,08/08/1937,"Chilang Point, Bias Bay, China",China National Aviation Corporation,Sikorsky S-43,11,3
440,08/10/1937,"Daytona Beach, Florida",Eastern Air Lines,Douglas DC-2,9,4
441,08/23/1937,"San Luis, Argentina",Pan American Grace Airways,Douglas DC-2,3,3
442,08/27/1937,"Wau, Australia",Guinea Airways,Stinson SR-7 Reliant,2,1
443,03/23/1938,"Corsavy, France",Air France,Dewoitine D-338,8,8
444,10/01/1937,"Phaleron Bay, Greece",Imperial Airways,Short Empire Flying Boat,14,2
445,10/06/1937,"Palembang, Netherlands Indies",KLM Royal Dutch Airlines,Douglas DC-3,5,4
446,10/17/1937,"Haydens Peak, Wyoming",United Air Lines,Douglas DC-3,19,19
447,11/12/1937,"Mannheim, Germany",Deutsche Lufthansa,Heinkel He-111,12,10
448,11/16/1937,"Ostende, Belgium",Sabena,Junkers JU-52/3m,11,11
449,11/26/1937,"Croydon, London",Deutsche Lufthansa,Junkers JU-52,3,3
450,12/05/1937,"Brindisi Harbor, Italy",Imperial Airways,Short Empire Flying Boat,19,2
451,12/08/1937,"Saint Sauveur, France",Air France,Potez 621,7,2
452,12/24/1937,"Kasperske Hory, Czechoslovakia",Air France,Wibault 283-T12,3,3
453,01/04/1938,"Frankfurt, Germany",Deutsche Lufthansa,Junkers JU-52/3m,6,6
454,01/10/1938,"Bozeman, Montana",Northwest Orient Airlines,Lockheed 14H Super Electra,10,10
455,01/11/1938,"Pago Pago, U.S. Samoa",Pan American World Airways,Sikorsky S-42 (flying boat),7,7
456,01/12/1938,"North Pine, Ontario, Canada",General Airways,Stinson Reliant,1,1
457,02/02/1938,"Off San Clemente Island, California",Military - U.S. Navy / Military - U.S. Navy,Consolidated PBY-2 / Consolidated PBY-2,14,11
458,02/05/1938,"Kandalaksha, Russia",TsAGI,V6 (airship),19,13
459,02/09/1938,"Marseille, France",Air France,Lioré-et-Olivier H-242,12,8
460,02/09/1938,"Guadalupe, Mexico",Mexicana,Lockheed 10 Electra,2,2
461,02/22/1938,"Pontoise, France",Deutsche Lufthansa,Junkers JU.52,3,3
462,03/01/1938,"Near Wawona, Cailifornia",Trans Continental and Western Air,Douglas DC-2-112,9,9
463,03/07/1938,"Datia, India",Air France,Potez 621,7,7
464,03/08/1938,"Somerton, Australia",Australian National Airways,De Havilland DH-60,1,1
465,04/12/1938,"Near Formia, Italy",Ala Littoria,Junkers JU-52,19,19
466,05/05/1938,"Balbuena, Mexico",Lineas Aéreas Mineras,Lockheed Vega 5B,6,1
467,05/10/1938,"Mangere, New Zealand",United Airways of New Zealand,Lockheed 10 Electra,2,2
468,05/16/1938,"Near Saugus, California",Northwest Orient Airlines,Lockheed 14-H2 Super Electra,9,9
469,05/22/1938,"Sao Paulo, Brazil",Cruzeiro do Sul,Junkers JU-52/3m,17,2
470,05/24/1938,"Cleveland, Ohio",United Air Lines,Douglas DST-A-207A,10,10
471,05/27/1938,Germany,Deutsche Lufthansa,Heinkel 116,3,3
472,05/27/1938,"Alberno Canal, BC, Canada",Ginger Coote Airways,Fairchild 51,1,1
473,06/08/1938,Tanganyika,Wilson Airways,De Havilland DH-85,3,3
474,06/19/1938,"Mount  Mercedario, Chile",Pan American Grace Airways,Douglas DC-2,4,4
475,07/08/1938,"Billings, Montana",Northwest Orient Airlines,Lockheed 14 Super Electra,10,10
476,07/14/1938,"Off Sardinia, Italy",Ala Littoria,Savoia Marchetti S-66,20,20
477,07/22/1938,"Stulpica, Romania",LOT Polish Airlines,Lockheed 14H Super Electra,14,14
478,07/24/1938,Near Bogota Colombia,Military - Colombian Army,Curtiss-Wright Hawk,1,1
479,07/27/1938,"Kisumu, Kenya",Imperial Airways,Armstrong-Withworth Atlanta,4,4
480,07/29/1938,PacifiOcean between Manila and Guam,Pan American World Airways,Martin M-130 (flying boat),15,15
481,08/10/1938,"Shishijima, Japan",Dai Nippon,Douglas DF-151,6,6
483,08/13/1938,"Kiel, Germany",CSA Czech Airlines,Savoia-Marchetti SM73,17,16
484,08/15/1938,"Guanabara, Brazil",Syndicato Condor,Junkers JU-52/3m,9,9
485,08/18/1938,"Bucharest, Romania",LOT Polish Airlines,Lockheed 14 Electra,7,7
486,08/18/1938,"Montnago, Italy",Macchi,Macchi C-94,13,13
487,08/24/1938,"Wangmoon, China",China National Aviation Corporation,Douglas DC-2,17,14
488,08/29/1938,"Innisfail, Australia",North Queensland Airways,De Havilland DH-84,9,5
489,10/01/1938,"Off Bathurst, Gambia",Deutsche Lufthansa,Dornier DO.18,4,4
490,10/01/1938,"Grisons, Switzerland",Deutsche Lufthansa,Junkers JU-52/3m,13,13
491,10/10/1938,"Soest, Germany",Sabena,Savbia-Marchetti  S-73P,20,20
492,10/25/1938,"Mt. Dandenong, Australia",Australian National Airways,Douglas DC-2-112,18,18
493,11/02/1938,"Somerset, England",British Airways,Lockheed 14 Electra,2,2
494,11/04/1938,"Channel Islands, Jersey",Jersey Airways,de Havilland DH-86,14,14
495,11/14/1938,"Schiphol, Amsterdam",KLM Royal Dutch Airlines,Douglas DC-3,19,6
496,11/18/1938,"Regina, Saskatchewan, Canada",Trans Canada Air Lines,Lockheed 14 Electra,2,2
497,11/26/1938,"Bathurst, Gambia",Deutsche Lufthansa,Junkers JU90V2,15,11
498,11/27/1938,"Bagdad, Iraq",Imperial Airways,Short Empire Flying Boat,6,4
499,11/29/1938,"Off Point Reyes, California",United Air Lines,Douglas DC 3-A-SB-3-G-14,7,7
500,12/08/1938,"Off Kubashima, Japan",Japan Aviation Corporation,Nakajima DC-2,12,10
501,12/09/1938,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Lockheed 14-WF62 Super Electra,4,4
502,12/12/1938,"Darwin, Australia",Qantas,Short S23 ‘C’ Class flying boat,13,13
503,01/07/1939,"Paris, France",Swissair,Douglas DC-2-115B,9,5
504,01/13/1939,"Miles City, Montana",Northwest Orient Airlines,Lockheed 14-H Super Electra,4,4
505,01/13/1939,"Rio de Janeiro, Brazil",Syndicato Condor,Junkers JU-52/3m,9,9
506,01/18/1939,"Katherine, Australia",Guinea Airways,Lockheed 14 Electra,4,4
507,01/21/1939,AtlantiOcean between N.Y. and Bermuda,Imperial Airways,Short S-23 (flying boat),13,3
508,02/24/1939,Mediterranean Sea,Deutsche Lufthansa,Junkers JU-52/3m,10,10
509,03/14/1939,"Haren, Belgium",Sabena,Junkers JU-52,3,3
510,03/16/1939,"Manzanares, Colombia",Deutsche Lufthansa,Junkers JU-86,8,8
511,03/18/1939,"Near Adler, Washington",Boeing Aircraft Company,Boeing 307 Stratoliner,10,10
512,08/09/1940,"Hannover, Germany",Deutsche Lufthansa,Douglas DC-2-115H,13,2
513,06/03/1941,AtlantiOcean,Great Western and Southern Air Lines,de Havilland DH-84 Dragon,6,6
514,03/26/1939,"Oklahoma City, Oklahoma",Braniff Airlines,Douglas DC-2-112,12,8
515,04/03/1939,"Near Marrakech, Morocco",Air France,Caudron C.635 Simoun,9,9
516,05/01/1939,Mocambique,Imperial Airways,Short Empire Flying Boat,6,2
517,05/02/1939,"Near Marrakech, Morocco",Air France,Dewoitine D-338,9,9
518,05/08/1939,"Guayaquil, Ecuador",Military - Ecuadorian Air Force,Curtiss-Wright C-14 Osprey,1,1
519,06/10/1939,"Vlissingen, The Netherlands",KLM Royal Dutch Airlines,Koolhoven FK.43,3,3
520,07/20/1939,"Konstanz, Switzerland",Swissair,Junkers JU86 Z-2,6,6
521,08/04/1939,"Barcelona, Spain",Deutsche Lufthansa,Junkers JU-52/3m,7,7
522,08/13/1939,"Rio de Janerio, Brazil",Pan American World Airways,Sikorsky S43 (flying boat),16,14
523,08/15/1939,"Off Copenhagen, Denmark",British Airways,Lockheed 10 Electra,6,5
524,08/28/1939,"Lahore, India",Indian National Airways,De Havilland D-84,2,2
525,08/30/1939,"Hannover, Germany",Deutsche Lufthansa,Junkers JU-52/3m,7,7
527,11/20/1939,"Gosport, England",British Airways,Airspeed Oxford,2,2
528,12/18/1939,South of Gibraltar,Iberia Airlines,Junkers JU-52,10,10
529,12/21/1939,Off Malta-Luqa,Imperial Airways,Lockheed 14 Super Electra,11,5
530,12/24/1939,"Mogador, Morocco",Linee Aeree Italiane,Savoia-Marchetti SM83,7,7
531,01/15/1940,"Denpasar, Indonesia",KNILM,Lockheed 14 Super Electra,9,8
532,03/01/1940,Gulf of Oman,Imperial Airways,Handley Page HP-42,8,8
533,04/22/1940,"Near Loch Lomond, Scotland",British Overseas Airways,Lockheed 14 Super Electra,3,3
534,06/02/1940,"El Segundo, California",Douglas Aircraft Company,Douglas DC-3,5,5
535,06/14/1940,"Off Prangli Island, Gulf of Finland, Estonia",Aero O-Y,Junkers JU-52/3mge,9,9
536,06/20/1940,"Near Ouistreham, France",Air France,Dewoitine D-338,1,1
538,08/13/1940,"Near Canberra, Australia",Military - Royal Australian Air Force,Lockheed Hudson A16-97,10,10
539,08/23/1940,"Cluj, Romania",LARES,Douglas DC-3,18,14
540,08/31/1940,"Near Lovettsville, Virginia",Pennsylvania Central Airlines,Douglas DC-3,25,25
541,10/29/1940,"Near Changyi, China",China National Aviation Corporation,Douglas DC-2,14,9
542,10/29/1940,"Berlin, Germany",Deutsche Lufthansa,Douglas DC-3,15,2
543,11/04/1940,"Near Centerville, Utah",United Air Lines,Douglas DC-3,10,10
544,11/08/1940,"Brauna, Germany",Deutsche Lufthansa,Junkers JU-90,29,29
546,11/27/1940,Mediterranean Sea,Air France,Farman F-224,6,6
547,12/04/1940,"Chicago, Illinois",United Air Lines,Douglas DC-3A,16,10
548,01/15/1941,Off South Africa,LATI,Savoia-Marchetti SM-75,10,10
549,01/18/1941,"Near Nagy-Varad, Hungary",Malert Airlines,Junkers JU-52/3m,12,12
550,01/20/1941,"Near Kian, China",China National Aviation Corporation,Ford 5-AT Tri-Motor,6,5
551,01/23/1941,"Near Robertson, Missouri",Trans Continental and Western Air,Douglas DC-3-3,13,2
552,02/06/1941,"Armstrong, ON, Canada",Trans Canada Air Lines,Lockheed 14-H2 Super Electra,12,12
553,02/26/1941,"Atlanta, Georgia",Eastern Air Lines,Douglas DC-3,16,9
554,03/01/1941,"Trontheim, Norway",Deutsche Lufthansa,Junkers JU-52/3m,12,3
555,03/28/1941,"Elands Bay, South Africa",South African Airways,Lockheed 18 Lodestar,10,10
556,06/19/1941,"Bucharest, Romania",LARES,Douglas DC-3,15,15
557,06/21/1941,Sea of Japan,Manchurian Air Lines,Mitsubishi MC-20,18,18
558,08/10/1941,"Arran, Scotland",Military -Royal Air Force,Consolidated LB-30A Liberator,22,22
559,08/14/1941,"Ayr, Scotland",Military - Royal Air Force,Consolidated LB-30A Liberator,22,22
560,08/18/1941,"Near Sao Paulo, Brazil",Panair do Brasil,Lockheed 18 LodeStar,12,8
561,09/01/1941,"Bollemont, France",Air France,Bloch 220,17,13
562,09/01/1941,"Campbeltown, Argyll, Scotland",British Overseas Airways,Consolidated 32-2 Liberator I,10,10
563,10/03/1941,"San Juan, Puerto Rico",Pan American World Airways,Sikorsky S-42B (flying boat),15,2
565,10/30/1941,"Near Moorhead, Minnesota",Northwest Orient Airlines,Douglas DC-3,15,14
566,10/30/1941,"St. Thomas, Ontario, Canada",American Airlines,Douglas DC-3,20,20
568,01/16/1942,"Near Las Vegas, Nevada",Trans Continental and Western Air,Douglas DC-3,22,22
569,01/20/1942,"Manado, Indonesia",Military - Royal Australian Air Force,Lockheed Hudson,11,11
572,01/30/1942,"Near Kupang, Timor",Qantas,Short S-23 (flying boat),18,13
574,02/15/1942,"English Channel, near Plymouth, England",British Overseas Airways,Consolidated Liberator,9,9
575,02/20/1942,"Off Belmont, Brisbane, Australia",Qantas,deHavilland DH-86,9,9
576,02/28/1942,Indian Ocean,British Overseas Airways,Short S-23 (flying boat),20,20
577,03/03/1942,"Off Broome, Australia",Military - U.S. Army Air Force,Consolidated B-24 Liberator,33,19
578,03/03/1942,"Wyndham, Australia",KNILM,Douglas DC-3,12,8
579,08/27/1943,North Sea,Aktiebolaget Aerotransport,Douglas DC-3,7,7
580,03/14/1942,"Kunming, China",China National Aviation Corporation,Douglas DC-2-221,17,13
581,04/21/1942,"Pine Creek, Australia",Guinea Airways Limited,Lockheed 14 Electra,12,12
582,05/01/1942,"Salt Lake City, Utah",United Air Lines,Douglas DST-A-207A,17,17
583,05/12/1942,"Miles City, Montana",Northwest Orient Airlines,Douglas DC-3-A-269,14,3
584,07/01/1942,"Near Premier, West Virginia",Military - U.S. Army Air Forces,Douglas C-49E,21,21
585,07/07/1942,"Off Broken Head, Australia",Military - Royal Australian Air Force,Lockheed Hudson,10,10
586,07/20/1942,"Llanfair, England",Military - Royal Air Force,Lockheed Hudson,13,13
589,08/22/1942,Trinidad,KLM Royal Dutch Airlines,Lockheed 14 Electra,13,13
590,08/23/1942,"Invergordon, England",Military - Royal Air Force,Short Sunderland,14,13
591,08/25/1942,"Near Dunbeath, Scotland",Military - Royal Air Force,Short Sunderland (flying boat),14,13
592,09/27/1942,"Ameur el Ain, Algeria",Air France,Dewoitine D-342,25,25
594,10/01/1942,"Near Coamo, Puerto Rico",Military - U.S. Army Air Forces,Douglas C-39-DO  (DC-2),22,22
595,10/03/1942,"Botwood, Newfoundland",American Export Airlines,Sirkorsky 44A (flying boat),37,11
597,10/23/1942,"Palm Springs, California",American Airlines / Military - USAF,Douglas DC-3 / Boeing B-34,13,12
598,10/30/1942,Norway,Military - Royal Air Force,Handley Page HP-57 Halifax,10,10
599,12/15/1942,"Fairfield, Utah",Western Airlines,Douglas DC-3A,19,17
600,12/19/1942,"Wien, Vienna",DLL,Junkers JU-52/3m,16,2
601,01/09/1943,"River Tagus, Lisbon, Portugal",British Overseas Airways,Short S-26 (flying boat),13,13
602,01/15/1943,"Near Paramarino, Dutch Guyana",Military - U.S. Army Air Forces,Douglas C-54A,35,35
603,01/18/1943,"Off the Brazilian coast,  AtlantiOcean",Military - U.S. Army Air Forces,Consolidated C-87,26,26
604,01/21/1943,"Ukiah, California",Pan American World Airways,Martin M-130 (flying boat),19,19
605,01/22/1943,"Near Chaparra, Peru",Pan American Grace Airlines,Douglas DC-3A,15,14
606,02/09/1943,"Near Gander, Newfoundland",British Overseas Airways,Consolidated 32-3 Liberator II,21,19
607,02/18/1943,"Seattle, Washington",Private - Boeing Aircraft Company,Boeing XB-29,10,10
608,02/22/1943,"Lisbon, Portugal",Pan American World Airways,Boeing B-314 (flying boat),39,25
